Measure_Name,series_name,period_dt,mjr_wrk,value
Nurse Comm Composite (%Always),NC-ANT,2010-12-31,0,0.72286
Nurse Comm Composite (%Always),NC-ANT,2011-03-31,0,0.72863
Nurse Comm Composite (%Always),NC-ANT,2011-06-30,0,0.72496
Nurse Comm Composite (%Always),NC-ANT,2011-09-30,0,0.73796
Nurse Comm Composite (%Always),NC-ANT,2011-12-31,0,0.74798
Nurse Comm Composite (%Always),NC-ANT,2012-03-31,0,0.73795
Nurse Comm Composite (%Always),NC-ANT,2012-06-30,0,0.74628
Nurse Comm Composite (%Always),NC-ANT,2012-09-30,0,0.74197
Nurse Comm Composite (%Always),NC-ANT,2012-12-31,0,0.73956
Nurse Comm Composite (%Always),NC-ANT,2013-03-31,0,0.75110
Nurse Comm Composite (%Always),NC-ANT,2013-06-30,0,0.75399
Nurse Comm Composite (%Always),NC-ANT,2013-09-30,0,0.75722
Nurse Comm Composite (%Always),NC-ANT,2013-12-31,0,0.75512
Nurse Comm Composite (%Always),NC-ANT,2014-03-31,0,0.75880
Nurse Comm Composite (%Always),NC-ANT,2014-06-30,0,0.75687
Nurse Comm Composite (%Always),NC-ANT,2014-09-30,0,0.74421
Nurse Comm Composite (%Always),NC-ANT,2014-12-31,0,0.73933
Nurse Comm Composite (%Always),NC-ANT,2015-03-31,0,0.73148
Nurse Comm Composite (%Always),NC-ANT,2015-06-30,0,0.73521
Nurse Comm Composite (%Always),NC-ANT,2015-09-30,0,0.74640
Nurse Comm Composite (%Always),NC-ANT,2015-12-31,0,0.75616
Nurse Comm Composite (%Always),NC-ANT,2016-03-31,0,0.76677
Nurse Comm Composite (%Always),NC-ANT,2016-06-30,0,0.77248
Nurse Comm Composite (%Always),NC-ANT,2016-09-30,0,0.77782
Nurse Comm Composite (%Always),NC-ANT,2016-12-31,0,0.77464
Nurse Comm Composite (%Always),NC-FRE,2010-06-30,0,0.66949
Nurse Comm Composite (%Always),NC-FRE,2010-09-30,0,0.68866
Nurse Comm Composite (%Always),NC-FRE,2010-12-31,0,0.69753
Nurse Comm Composite (%Always),NC-FRE,2011-03-31,0,0.71188
Nurse Comm Composite (%Always),NC-FRE,2011-06-30,0,0.71748
Nurse Comm Composite (%Always),NC-FRE,2011-09-30,0,0.71896
Nurse Comm Composite (%Always),NC-FRE,2011-12-31,0,0.72367
Nurse Comm Composite (%Always),NC-FRE,2012-03-31,0,0.73871
Nurse Comm Composite (%Always),NC-FRE,2012-06-30,0,0.74990
Nurse Comm Composite (%Always),NC-FRE,2012-09-30,0,0.75305
Nurse Comm Composite (%Always),NC-FRE,2012-12-31,0,0.73461
Nurse Comm Composite (%Always),NC-FRE,2013-03-31,0,0.72573
Nurse Comm Composite (%Always),NC-FRE,2013-06-30,0,0.71683
Nurse Comm Composite (%Always),NC-FRE,2013-09-30,0,0.72307
Nurse Comm Composite (%Always),NC-FRE,2013-12-31,0,0.73552
Nurse Comm Composite (%Always),NC-FRE,2014-03-31,0,0.75017
Nurse Comm Composite (%Always),NC-FRE,2014-06-30,0,0.76100
Nurse Comm Composite (%Always),NC-FRE,2014-09-30,0,0.75843
Nurse Comm Composite (%Always),NC-FRE,2014-12-31,0,0.74625
Nurse Comm Composite (%Always),NC-FRE,2015-03-31,0,0.73638
Nurse Comm Composite (%Always),NC-FRE,2015-06-30,0,0.73564
Nurse Comm Composite (%Always),NC-FRE,2015-09-30,0,0.72505
Nurse Comm Composite (%Always),NC-FRE,2015-12-31,0,0.73442
Nurse Comm Composite (%Always),NC-FRE,2016-03-31,0,0.73244
Nurse Comm Composite (%Always),NC-FRE,2016-06-30,0,0.73240
Nurse Comm Composite (%Always),NC-FRE,2016-09-30,0,0.73823
Nurse Comm Composite (%Always),NC-FRE,2016-12-31,0,0.74424
Nurse Comm Composite (%Always),NC-FRS,2010-06-30,0,0.68873
Nurse Comm Composite (%Always),NC-FRS,2010-09-30,0,0.69742
Nurse Comm Composite (%Always),NC-FRS,2010-12-31,0,0.71459
Nurse Comm Composite (%Always),NC-FRS,2011-03-31,0,0.72358
Nurse Comm Composite (%Always),NC-FRS,2011-06-30,0,0.73507
Nurse Comm Composite (%Always),NC-FRS,2011-09-30,0,0.72784
Nurse Comm Composite (%Always),NC-FRS,2011-12-31,0,0.73250
Nurse Comm Composite (%Always),NC-FRS,2012-03-31,0,0.74033
Nurse Comm Composite (%Always),NC-FRS,2012-06-30,0,0.74509
Nurse Comm Composite (%Always),NC-FRS,2012-09-30,0,0.76212
Nurse Comm Composite (%Always),NC-FRS,2012-12-31,0,0.77022
Nurse Comm Composite (%Always),NC-FRS,2013-03-31,0,0.77082
Nurse Comm Composite (%Always),NC-FRS,2013-06-30,0,0.77295
Nurse Comm Composite (%Always),NC-FRS,2013-09-30,0,0.76952
Nurse Comm Composite (%Always),NC-FRS,2013-12-31,0,0.76104
Nurse Comm Composite (%Always),NC-FRS,2014-03-31,0,0.76179
Nurse Comm Composite (%Always),NC-FRS,2014-06-30,0,0.76871
Nurse Comm Composite (%Always),NC-FRS,2014-09-30,0,0.77301
Nurse Comm Composite (%Always),NC-FRS,2014-12-31,0,0.78204
Nurse Comm Composite (%Always),NC-FRS,2015-03-31,0,0.78026
Nurse Comm Composite (%Always),NC-FRS,2015-06-30,0,0.77456
Nurse Comm Composite (%Always),NC-FRS,2015-09-30,0,0.77073
Nurse Comm Composite (%Always),NC-FRS,2015-12-31,0,0.76540
Nurse Comm Composite (%Always),NC-FRS,2016-03-31,0,0.75708
Nurse Comm Composite (%Always),NC-FRS,2016-06-30,0,0.76373
Nurse Comm Composite (%Always),NC-FRS,2016-09-30,0,0.76155
Nurse Comm Composite (%Always),NC-FRS,2016-12-31,0,0.76763
Nurse Comm Composite (%Always),NC-MAN,2010-06-30,0,0.71007
Nurse Comm Composite (%Always),NC-MAN,2010-09-30,0,0.72275
Nurse Comm Composite (%Always),NC-MAN,2010-12-31,0,0.71457
Nurse Comm Composite (%Always),NC-MAN,2011-03-31,0,0.73064
Nurse Comm Composite (%Always),NC-MAN,2011-06-30,0,0.74015
Nurse Comm Composite (%Always),NC-MAN,2011-09-30,0,0.73350
Nurse Comm Composite (%Always),NC-MAN,2011-12-31,0,0.74120
Nurse Comm Composite (%Always),NC-MAN,2012-03-31,0,0.73667
Nurse Comm Composite (%Always),NC-MAN,2012-06-30,0,0.74256
Nurse Comm Composite (%Always),NC-MAN,2012-09-30,0,0.75142
Nurse Comm Composite (%Always),NC-MAN,2012-12-31,0,0.77269
Nurse Comm Composite (%Always),NC-MAN,2013-03-31,0,0.78326
Nurse Comm Composite (%Always),NC-MAN,2013-06-30,0,0.80118
Nurse Comm Composite (%Always),NC-MAN,2013-09-30,0,0.80526
Nurse Comm Composite (%Always),NC-MAN,2013-12-31,0,0.79222
Nurse Comm Composite (%Always),NC-MAN,2014-03-31,0,0.81049
Nurse Comm Composite (%Always),NC-MAN,2014-06-30,0,0.80268
Nurse Comm Composite (%Always),NC-MAN,2014-09-30,0,0.79680
Nurse Comm Composite (%Always),NC-MAN,2014-12-31,0,0.80053
Nurse Comm Composite (%Always),NC-MAN,2015-03-31,0,0.77311
Nurse Comm Composite (%Always),NC-MAN,2015-06-30,0,0.76814
Nurse Comm Composite (%Always),NC-MAN,2015-09-30,0,0.78545
Nurse Comm Composite (%Always),NC-MAN,2015-12-31,0,0.79284
Nurse Comm Composite (%Always),NC-MAN,2016-03-31,0,0.81203
Nurse Comm Composite (%Always),NC-MAN,2016-06-30,0,0.82439
Nurse Comm Composite (%Always),NC-MAN,2016-09-30,0,0.81783
Nurse Comm Composite (%Always),NC-MAN,2016-12-31,0,0.82363
Nurse Comm Composite (%Always),NC-MOD,2010-06-30,0,0.69892
Nurse Comm Composite (%Always),NC-MOD,2010-09-30,0,0.70497
Nurse Comm Composite (%Always),NC-MOD,2010-12-31,0,0.71248
Nurse Comm Composite (%Always),NC-MOD,2011-03-31,0,0.73084
Nurse Comm Composite (%Always),NC-MOD,2011-06-30,0,0.74185
Nurse Comm Composite (%Always),NC-MOD,2011-09-30,0,0.75205
Nurse Comm Composite (%Always),NC-MOD,2011-12-31,0,0.75678
Nurse Comm Composite (%Always),NC-MOD,2012-03-31,0,0.76321
Nurse Comm Composite (%Always),NC-MOD,2012-06-30,0,0.77423
Nurse Comm Composite (%Always),NC-MOD,2012-09-30,0,0.77520
Nurse Comm Composite (%Always),NC-MOD,2012-12-31,0,0.77547
Nurse Comm Composite (%Always),NC-MOD,2013-03-31,0,0.77308
Nurse Comm Composite (%Always),NC-MOD,2013-06-30,0,0.77148
Nurse Comm Composite (%Always),NC-MOD,2013-09-30,0,0.77521
Nurse Comm Composite (%Always),NC-MOD,2013-12-31,0,0.78135
Nurse Comm Composite (%Always),NC-MOD,2014-03-31,0,0.77880
Nurse Comm Composite (%Always),NC-MOD,2014-06-30,0,0.76916
Nurse Comm Composite (%Always),NC-MOD,2014-09-30,0,0.76928
Nurse Comm Composite (%Always),NC-MOD,2014-12-31,0,0.76069
Nurse Comm Composite (%Always),NC-MOD,2015-03-31,0,0.75969
Nurse Comm Composite (%Always),NC-MOD,2015-06-30,0,0.75869
Nurse Comm Composite (%Always),NC-MOD,2015-09-30,0,0.76564
Nurse Comm Composite (%Always),NC-MOD,2015-12-31,0,0.77441
Nurse Comm Composite (%Always),NC-MOD,2016-03-31,0,0.77919
Nurse Comm Composite (%Always),NC-MOD,2016-06-30,0,0.78116
Nurse Comm Composite (%Always),NC-MOD,2016-09-30,0,0.76717
Nurse Comm Composite (%Always),NC-MOD,2016-12-31,0,0.76989
Nurse Comm Composite (%Always),NC-OAK,2010-06-30,0,0.56270
Nurse Comm Composite (%Always),NC-OAK,2010-09-30,0,0.56834
Nurse Comm Composite (%Always),NC-OAK,2010-12-31,0,0.58767
Nurse Comm Composite (%Always),NC-OAK,2011-03-31,0,0.59279
Nurse Comm Composite (%Always),NC-OAK,2011-06-30,0,0.61409
Nurse Comm Composite (%Always),NC-OAK,2011-09-30,0,0.63091
Nurse Comm Composite (%Always),NC-OAK,2011-12-31,0,0.64204
Nurse Comm Composite (%Always),NC-OAK,2012-03-31,0,0.65995
Nurse Comm Composite (%Always),NC-OAK,2012-06-30,0,0.66973
Nurse Comm Composite (%Always),NC-OAK,2012-09-30,0,0.67122
Nurse Comm Composite (%Always),NC-OAK,2012-12-31,0,0.67012
Nurse Comm Composite (%Always),NC-OAK,2013-03-31,0,0.66229
Nurse Comm Composite (%Always),NC-OAK,2013-06-30,0,0.66276
Nurse Comm Composite (%Always),NC-OAK,2013-09-30,0,0.66995
Nurse Comm Composite (%Always),NC-OAK,2013-12-31,0,0.67442
Nurse Comm Composite (%Always),NC-OAK,2014-03-31,0,0.68369
Nurse Comm Composite (%Always),NC-OAK,2014-06-30,0,0.68527
Nurse Comm Composite (%Always),NC-OAK,2014-09-30,1,0.68720
Nurse Comm Composite (%Always),NC-OAK,2014-12-31,0,0.69045
Nurse Comm Composite (%Always),NC-OAK,2015-03-31,0,0.69701
Nurse Comm Composite (%Always),NC-OAK,2015-06-30,0,0.69739
Nurse Comm Composite (%Always),NC-OAK,2015-09-30,0,0.69851
Nurse Comm Composite (%Always),NC-OAK,2015-12-31,0,0.70510
Nurse Comm Composite (%Always),NC-OAK,2016-03-31,0,0.70374
Nurse Comm Composite (%Always),NC-OAK,2016-06-30,0,0.71428
Nurse Comm Composite (%Always),NC-OAK,2016-09-30,0,0.71790
Nurse Comm Composite (%Always),NC-OAK,2016-12-31,0,0.72164
Nurse Comm Composite (%Always),NC-RCH,2010-06-30,0,0.62839
Nurse Comm Composite (%Always),NC-RCH,2010-09-30,0,0.63728
Nurse Comm Composite (%Always),NC-RCH,2010-12-31,0,0.64625
Nurse Comm Composite (%Always),NC-RCH,2011-03-31,0,0.67196
Nurse Comm Composite (%Always),NC-RCH,2011-06-30,0,0.67931
Nurse Comm Composite (%Always),NC-RCH,2011-09-30,0,0.68064
Nurse Comm Composite (%Always),NC-RCH,2011-12-31,0,0.67078
Nurse Comm Composite (%Always),NC-RCH,2012-03-31,0,0.66811
Nurse Comm Composite (%Always),NC-RCH,2012-06-30,0,0.68102
Nurse Comm Composite (%Always),NC-RCH,2012-09-30,0,0.68336
Nurse Comm Composite (%Always),NC-RCH,2012-12-31,0,0.70619
Nurse Comm Composite (%Always),NC-RCH,2013-03-31,0,0.70533
Nurse Comm Composite (%Always),NC-RCH,2013-06-30,0,0.71021
Nurse Comm Composite (%Always),NC-RCH,2013-09-30,0,0.72362
Nurse Comm Composite (%Always),NC-RCH,2013-12-31,0,0.72264
Nurse Comm Composite (%Always),NC-RCH,2014-03-31,0,0.73359
Nurse Comm Composite (%Always),NC-RCH,2014-06-30,0,0.72434
Nurse Comm Composite (%Always),NC-RCH,2014-09-30,0,0.69853
Nurse Comm Composite (%Always),NC-RCH,2014-12-31,0,0.68379
Nurse Comm Composite (%Always),NC-RCH,2015-03-31,0,0.68818
Nurse Comm Composite (%Always),NC-RCH,2015-06-30,0,0.71463
Nurse Comm Composite (%Always),NC-RCH,2015-09-30,0,0.72849
Nurse Comm Composite (%Always),NC-RCH,2015-12-31,0,0.73991
Nurse Comm Composite (%Always),NC-RCH,2016-03-31,0,0.73263
Nurse Comm Composite (%Always),NC-RCH,2016-06-30,0,0.72754
Nurse Comm Composite (%Always),NC-RCH,2016-09-30,0,0.75257
Nurse Comm Composite (%Always),NC-RCH,2016-12-31,0,0.73182
Nurse Comm Composite (%Always),NC-Rgn,2010-06-30,0,0.68332
Nurse Comm Composite (%Always),NC-Rgn,2010-09-30,0,0.69076
Nurse Comm Composite (%Always),NC-Rgn,2010-12-31,0,0.69755
Nurse Comm Composite (%Always),NC-Rgn,2011-03-31,0,0.70610
Nurse Comm Composite (%Always),NC-Rgn,2011-06-30,0,0.71322
Nurse Comm Composite (%Always),NC-Rgn,2011-09-30,0,0.71888
Nurse Comm Composite (%Always),NC-Rgn,2011-12-31,0,0.72690
Nurse Comm Composite (%Always),NC-Rgn,2012-03-31,0,0.73213
Nurse Comm Composite (%Always),NC-Rgn,2012-06-30,0,0.73922
Nurse Comm Composite (%Always),NC-Rgn,2012-09-30,0,0.74309
Nurse Comm Composite (%Always),NC-Rgn,2012-12-31,0,0.74357
Nurse Comm Composite (%Always),NC-Rgn,2013-03-31,0,0.74277
Nurse Comm Composite (%Always),NC-Rgn,2013-06-30,0,0.74565
Nurse Comm Composite (%Always),NC-Rgn,2013-09-30,0,0.74850
Nurse Comm Composite (%Always),NC-Rgn,2013-12-31,0,0.75197
Nurse Comm Composite (%Always),NC-Rgn,2014-03-31,0,0.75899
Nurse Comm Composite (%Always),NC-Rgn,2014-06-30,0,0.75817
Nurse Comm Composite (%Always),NC-Rgn,2014-09-30,0,0.75658
Nurse Comm Composite (%Always),NC-Rgn,2014-12-31,0,0.75469
Nurse Comm Composite (%Always),NC-Rgn,2015-03-31,0,0.75186
Nurse Comm Composite (%Always),NC-Rgn,2015-06-30,0,0.75295
Nurse Comm Composite (%Always),NC-Rgn,2015-09-30,0,0.75712
Nurse Comm Composite (%Always),NC-Rgn,2015-12-31,0,0.76029
Nurse Comm Composite (%Always),NC-Rgn,2016-03-31,0,0.76393
Nurse Comm Composite (%Always),NC-Rgn,2016-06-30,0,0.76776
Nurse Comm Composite (%Always),NC-Rgn,2016-09-30,0,0.76961
Nurse Comm Composite (%Always),NC-Rgn,2016-12-31,0,0.77149
Nurse Comm Composite (%Always),NC-ROS,2010-06-30,0,0.69038
Nurse Comm Composite (%Always),NC-ROS,2010-09-30,0,0.70569
Nurse Comm Composite (%Always),NC-ROS,2010-12-31,0,0.71284
Nurse Comm Composite (%Always),NC-ROS,2011-03-31,0,0.71381
Nurse Comm Composite (%Always),NC-ROS,2011-06-30,0,0.71634
Nurse Comm Composite (%Always),NC-ROS,2011-09-30,0,0.71940
Nurse Comm Composite (%Always),NC-ROS,2011-12-31,0,0.72697
Nurse Comm Composite (%Always),NC-ROS,2012-03-31,0,0.73117
Nurse Comm Composite (%Always),NC-ROS,2012-06-30,0,0.73429
Nurse Comm Composite (%Always),NC-ROS,2012-09-30,0,0.74083
Nurse Comm Composite (%Always),NC-ROS,2012-12-31,0,0.74183
Nurse Comm Composite (%Always),NC-ROS,2013-03-31,0,0.74774
Nurse Comm Composite (%Always),NC-ROS,2013-06-30,0,0.75932
Nurse Comm Composite (%Always),NC-ROS,2013-09-30,0,0.76107
Nurse Comm Composite (%Always),NC-ROS,2013-12-31,0,0.76269
Nurse Comm Composite (%Always),NC-ROS,2014-03-31,0,0.76418
Nurse Comm Composite (%Always),NC-ROS,2014-06-30,0,0.76153
Nurse Comm Composite (%Always),NC-ROS,2014-09-30,0,0.76244
Nurse Comm Composite (%Always),NC-ROS,2014-12-31,0,0.76404
Nurse Comm Composite (%Always),NC-ROS,2015-03-31,0,0.76582
Nurse Comm Composite (%Always),NC-ROS,2015-06-30,0,0.77020
Nurse Comm Composite (%Always),NC-ROS,2015-09-30,0,0.77686
Nurse Comm Composite (%Always),NC-ROS,2015-12-31,0,0.77641
Nurse Comm Composite (%Always),NC-ROS,2016-03-31,0,0.77934
Nurse Comm Composite (%Always),NC-ROS,2016-06-30,0,0.78085
Nurse Comm Composite (%Always),NC-ROS,2016-09-30,0,0.77970
Nurse Comm Composite (%Always),NC-ROS,2016-12-31,0,0.78045
Nurse Comm Composite (%Always),NC-RWC,2010-06-30,0,0.68449
Nurse Comm Composite (%Always),NC-RWC,2010-09-30,0,0.68460
Nurse Comm Composite (%Always),NC-RWC,2010-12-31,0,0.68349
Nurse Comm Composite (%Always),NC-RWC,2011-03-31,0,0.69376
Nurse Comm Composite (%Always),NC-RWC,2011-06-30,0,0.69765
Nurse Comm Composite (%Always),NC-RWC,2011-09-30,0,0.70954
Nurse Comm Composite (%Always),NC-RWC,2011-12-31,0,0.72605
Nurse Comm Composite (%Always),NC-RWC,2012-03-31,0,0.73090
Nurse Comm Composite (%Always),NC-RWC,2012-06-30,0,0.74215
Nurse Comm Composite (%Always),NC-RWC,2012-09-30,0,0.74257
Nurse Comm Composite (%Always),NC-RWC,2012-12-31,0,0.73275
Nurse Comm Composite (%Always),NC-RWC,2013-03-31,0,0.73026
Nurse Comm Composite (%Always),NC-RWC,2013-06-30,0,0.73588
Nurse Comm Composite (%Always),NC-RWC,2013-09-30,0,0.74557
Nurse Comm Composite (%Always),NC-RWC,2013-12-31,0,0.75572
Nurse Comm Composite (%Always),NC-RWC,2014-03-31,0,0.76536
Nurse Comm Composite (%Always),NC-RWC,2014-06-30,0,0.76088
Nurse Comm Composite (%Always),NC-RWC,2014-09-30,0,0.75272
Nurse Comm Composite (%Always),NC-RWC,2014-12-31,1,0.76473
Nurse Comm Composite (%Always),NC-RWC,2015-03-31,0,0.76416
Nurse Comm Composite (%Always),NC-RWC,2015-06-30,0,0.76519
Nurse Comm Composite (%Always),NC-RWC,2015-09-30,0,0.77741
Nurse Comm Composite (%Always),NC-RWC,2015-12-31,0,0.77511
Nurse Comm Composite (%Always),NC-RWC,2016-03-31,0,0.78568
Nurse Comm Composite (%Always),NC-RWC,2016-06-30,0,0.79203
Nurse Comm Composite (%Always),NC-RWC,2016-09-30,0,0.78917
Nurse Comm Composite (%Always),NC-RWC,2016-12-31,0,0.78177
Nurse Comm Composite (%Always),NC-SAC,2010-06-30,0,0.66018
Nurse Comm Composite (%Always),NC-SAC,2010-09-30,0,0.66931
Nurse Comm Composite (%Always),NC-SAC,2010-12-31,0,0.68115
Nurse Comm Composite (%Always),NC-SAC,2011-03-31,0,0.68379
Nurse Comm Composite (%Always),NC-SAC,2011-06-30,0,0.69629
Nurse Comm Composite (%Always),NC-SAC,2011-09-30,0,0.70206
Nurse Comm Composite (%Always),NC-SAC,2011-12-31,0,0.70810
Nurse Comm Composite (%Always),NC-SAC,2012-03-31,0,0.71667
Nurse Comm Composite (%Always),NC-SAC,2012-06-30,0,0.72863
Nurse Comm Composite (%Always),NC-SAC,2012-09-30,0,0.72737
Nurse Comm Composite (%Always),NC-SAC,2012-12-31,0,0.73158
Nurse Comm Composite (%Always),NC-SAC,2013-03-31,0,0.73027
Nurse Comm Composite (%Always),NC-SAC,2013-06-30,0,0.73504
Nurse Comm Composite (%Always),NC-SAC,2013-09-30,0,0.75140
Nurse Comm Composite (%Always),NC-SAC,2013-12-31,0,0.75632
Nurse Comm Composite (%Always),NC-SAC,2014-03-31,0,0.76848
Nurse Comm Composite (%Always),NC-SAC,2014-06-30,0,0.75577
Nurse Comm Composite (%Always),NC-SAC,2014-09-30,0,0.75823
Nurse Comm Composite (%Always),NC-SAC,2014-12-31,0,0.75532
Nurse Comm Composite (%Always),NC-SAC,2015-03-31,0,0.74271
Nurse Comm Composite (%Always),NC-SAC,2015-06-30,0,0.74416
Nurse Comm Composite (%Always),NC-SAC,2015-09-30,0,0.73653
Nurse Comm Composite (%Always),NC-SAC,2015-12-31,0,0.73671
Nurse Comm Composite (%Always),NC-SAC,2016-03-31,0,0.75059
Nurse Comm Composite (%Always),NC-SAC,2016-06-30,0,0.75030
Nurse Comm Composite (%Always),NC-SAC,2016-09-30,0,0.74901
Nurse Comm Composite (%Always),NC-SAC,2016-12-31,0,0.74635
Nurse Comm Composite (%Always),NC-SCH,2010-06-30,0,0.70409
Nurse Comm Composite (%Always),NC-SCH,2010-09-30,0,0.71623
Nurse Comm Composite (%Always),NC-SCH,2010-12-31,0,0.73124
Nurse Comm Composite (%Always),NC-SCH,2011-03-31,0,0.73922
Nurse Comm Composite (%Always),NC-SCH,2011-06-30,0,0.74207
Nurse Comm Composite (%Always),NC-SCH,2011-09-30,0,0.74989
Nurse Comm Composite (%Always),NC-SCH,2011-12-31,0,0.74972
Nurse Comm Composite (%Always),NC-SCH,2012-03-31,0,0.75009
Nurse Comm Composite (%Always),NC-SCH,2012-06-30,0,0.75988
Nurse Comm Composite (%Always),NC-SCH,2012-09-30,0,0.75955
Nurse Comm Composite (%Always),NC-SCH,2012-12-31,0,0.76511
Nurse Comm Composite (%Always),NC-SCH,2013-03-31,0,0.77199
Nurse Comm Composite (%Always),NC-SCH,2013-06-30,0,0.77689
Nurse Comm Composite (%Always),NC-SCH,2013-09-30,0,0.78587
Nurse Comm Composite (%Always),NC-SCH,2013-12-31,0,0.79100
Nurse Comm Composite (%Always),NC-SCH,2014-03-31,0,0.79508
Nurse Comm Composite (%Always),NC-SCH,2014-06-30,0,0.79080
Nurse Comm Composite (%Always),NC-SCH,2014-09-30,0,0.78819
Nurse Comm Composite (%Always),NC-SCH,2014-12-31,0,0.78687
Nurse Comm Composite (%Always),NC-SCH,2015-03-31,0,0.78358
Nurse Comm Composite (%Always),NC-SCH,2015-06-30,0,0.77848
Nurse Comm Composite (%Always),NC-SCH,2015-09-30,0,0.78296
Nurse Comm Composite (%Always),NC-SCH,2015-12-31,0,0.77952
Nurse Comm Composite (%Always),NC-SCH,2016-03-31,0,0.77773
Nurse Comm Composite (%Always),NC-SCH,2016-06-30,0,0.78176
Nurse Comm Composite (%Always),NC-SCH,2016-09-30,0,0.77576
Nurse Comm Composite (%Always),NC-SCH,2016-12-31,0,0.77770
Nurse Comm Composite (%Always),NC-SFO,2010-06-30,0,0.66485
Nurse Comm Composite (%Always),NC-SFO,2010-09-30,0,0.67947
Nurse Comm Composite (%Always),NC-SFO,2010-12-31,0,0.69537
Nurse Comm Composite (%Always),NC-SFO,2011-03-31,0,0.70538
Nurse Comm Composite (%Always),NC-SFO,2011-06-30,0,0.71410
Nurse Comm Composite (%Always),NC-SFO,2011-09-30,0,0.71852
Nurse Comm Composite (%Always),NC-SFO,2011-12-31,0,0.72491
Nurse Comm Composite (%Always),NC-SFO,2012-03-31,0,0.73357
Nurse Comm Composite (%Always),NC-SFO,2012-06-30,0,0.74493
Nurse Comm Composite (%Always),NC-SFO,2012-09-30,0,0.75687
Nurse Comm Composite (%Always),NC-SFO,2012-12-31,0,0.76296
Nurse Comm Composite (%Always),NC-SFO,2013-03-31,0,0.76276
Nurse Comm Composite (%Always),NC-SFO,2013-06-30,0,0.76719
Nurse Comm Composite (%Always),NC-SFO,2013-09-30,0,0.76155
Nurse Comm Composite (%Always),NC-SFO,2013-12-31,0,0.76515
Nurse Comm Composite (%Always),NC-SFO,2014-03-31,0,0.75799
Nurse Comm Composite (%Always),NC-SFO,2014-06-30,0,0.75160
Nurse Comm Composite (%Always),NC-SFO,2014-09-30,0,0.75498
Nurse Comm Composite (%Always),NC-SFO,2014-12-31,0,0.75136
Nurse Comm Composite (%Always),NC-SFO,2015-03-31,0,0.75703
Nurse Comm Composite (%Always),NC-SFO,2015-06-30,0,0.77242
Nurse Comm Composite (%Always),NC-SFO,2015-09-30,0,0.77700
Nurse Comm Composite (%Always),NC-SFO,2015-12-31,0,0.78129
Nurse Comm Composite (%Always),NC-SFO,2016-03-31,0,0.78324
Nurse Comm Composite (%Always),NC-SFO,2016-06-30,0,0.76777
Nurse Comm Composite (%Always),NC-SFO,2016-09-30,0,0.76433
Nurse Comm Composite (%Always),NC-SFO,2016-12-31,0,0.75920
Nurse Comm Composite (%Always),NC-SJO,2010-06-30,0,0.68608
Nurse Comm Composite (%Always),NC-SJO,2010-09-30,0,0.70033
Nurse Comm Composite (%Always),NC-SJO,2010-12-31,0,0.71072
Nurse Comm Composite (%Always),NC-SJO,2011-03-31,0,0.71677
Nurse Comm Composite (%Always),NC-SJO,2011-06-30,0,0.71851
Nurse Comm Composite (%Always),NC-SJO,2011-09-30,0,0.72074
Nurse Comm Composite (%Always),NC-SJO,2011-12-31,0,0.72476
Nurse Comm Composite (%Always),NC-SJO,2012-03-31,0,0.72197
Nurse Comm Composite (%Always),NC-SJO,2012-06-30,0,0.72703
Nurse Comm Composite (%Always),NC-SJO,2012-09-30,0,0.72887
Nurse Comm Composite (%Always),NC-SJO,2012-12-31,0,0.73047
Nurse Comm Composite (%Always),NC-SJO,2013-03-31,0,0.72839
Nurse Comm Composite (%Always),NC-SJO,2013-06-30,0,0.72926
Nurse Comm Composite (%Always),NC-SJO,2013-09-30,0,0.72916
Nurse Comm Composite (%Always),NC-SJO,2013-12-31,0,0.73102
Nurse Comm Composite (%Always),NC-SJO,2014-03-31,0,0.74907
Nurse Comm Composite (%Always),NC-SJO,2014-06-30,0,0.75515
Nurse Comm Composite (%Always),NC-SJO,2014-09-30,0,0.75957
Nurse Comm Composite (%Always),NC-SJO,2014-12-31,0,0.75677
Nurse Comm Composite (%Always),NC-SJO,2015-03-31,0,0.75212
Nurse Comm Composite (%Always),NC-SJO,2015-06-30,0,0.74552
Nurse Comm Composite (%Always),NC-SJO,2015-09-30,0,0.74374
Nurse Comm Composite (%Always),NC-SJO,2015-12-31,0,0.74914
Nurse Comm Composite (%Always),NC-SJO,2016-03-31,0,0.74910
Nurse Comm Composite (%Always),NC-SJO,2016-06-30,0,0.76222
Nurse Comm Composite (%Always),NC-SJO,2016-09-30,0,0.76811
Nurse Comm Composite (%Always),NC-SJO,2016-12-31,0,0.76488
Nurse Comm Composite (%Always),NC-SLN,2010-06-30,0,0.69086
Nurse Comm Composite (%Always),NC-SLN,2010-09-30,0,0.69815
Nurse Comm Composite (%Always),NC-SLN,2010-12-31,0,0.70323
Nurse Comm Composite (%Always),NC-SLN,2011-03-31,0,0.69851
Nurse Comm Composite (%Always),NC-SLN,2011-06-30,0,0.69823
Nurse Comm Composite (%Always),NC-SLN,2011-09-30,0,0.71146
Nurse Comm Composite (%Always),NC-SLN,2011-12-31,0,0.71657
Nurse Comm Composite (%Always),NC-SLN,2012-03-31,0,0.73812
Nurse Comm Composite (%Always),NC-SLN,2012-06-30,0,0.75732
Nurse Comm Composite (%Always),NC-SLN,2012-09-30,0,0.75977
Nurse Comm Composite (%Always),NC-SLN,2012-12-31,0,0.75600
